#,ID_Year_Color,Movie_ID,Title,Year,IMDB score,Tomatometer,Popcornmeter,Director,Director Score,Budget,Gross Worldwide,Sentiment Analysis Score,Ticket Profit,Budget_num,Gross_num,Profit_num,Profit_Loss
395,49_3_B,bridgetjones_3,Bridget Jones’s Baby,2016,6.4,78,60,Sharon Maguire,6.4,"$35,000,000","$211,952,420",63.25,"$70,976,210",35000000,211952420,70976210,Profit
396,49_4_B,bridgetjones_4,Bridget Jones: Mad About the Boy,2025,6.5,66,71,Michael Morris,6.8,"$50,000,000","$140,431,671",51.21,"$20,215,836",50000000,140431671,20215836,Profit
397,50_1_B,zoolander_1,Zoolander,2001,6.5,66,80,Ben Stiller,6.31,"$28,000,000","$60,780,981",49.67,"$2,390,491",28000000,60780981,2390491,Profit
398,50_2_B,zoolander_2,Zoolander 2,2016,4.7,23,20,Ben Stiller,6.31,"$50,000,000","$56,722,693",50.61,"-$21,638,654",50000000,56722693,-21638654,Loss
399,51_1_B,tombraider_1,Lara Croft: Tomb Raider,2001,5.8,21,47,Simon West,5.8,"$115,000,000","$274,703,340",52.86,"$22,351,670",115000000,274703340,22351670,Profit
400,51_2_B,tombraider_2,Lara Croft: Tomb Raider – The Cradle of Life,2003,5.5,24,44,Jan de Bont,5.68,"$95,000,000","$160,099,222",53.97,"-$14,950,389",95000000,160099222,-14950389,Loss
401,51_3_B,tombraider_3,Tomb Raider,2018,6.3,52,55,Roar Uthaug,6.1,"$94,000,000","$274,950,803",52.18,"$43,475,402",94000000,274950803,43475402,Profit
402,51_1_B,greekwedding_1,My Big Fat Greek Wedding,2002,6.6,76,73,Joel Zwick,5.13,"$5,000,000","$368,744,044",59.44,"$179,372,022",5000000,368744044,179372022,Profit
403,51_2_B,greekwedding_2,My Big Fat Greek Wedding 2,2016,6,28,52,Kirk Jones,6.88,"$18,000,000","$90,632,641",52.38,"$27,316,321",18000000,90632641,27316321,Profit
404,52_1_B,underworld_1,Underworld,2003,7,30,79,Len Wiseman,6.8,"$22,000,000","$95,708,457",54.11,"$25,854,229",22000000,95708457,25854229,Profit
405,52_2_B,underworld_2,Underworld: Evolution,2006,6.7,17,72,Len Wiseman,6.8,"$50,000,000","$111,476,513",56.19,"$5,738,257",50000000,111476513,5738257,Profit
406,52_3_B,underworld_3,Underworld: Rise of the Lycans,2009,6.5,31,63,Patrick Tatopoulos,6.3,"$35,000,000","$92,158,961",56.33,"$11,079,481",35000000,92158961,11079481,Profit
407,52_4_B,underworld_4,Underworld: Awakening,2012,6.3,25,62,Måns Mårlind,6.14,"$70,000,000","$160,112,671",52.87,"$10,056,336",70000000,160112671,10056336,Profit
408,52_5_B,underworld_5,Underworld: Blood Wars,2016,5.8,21,49,Anna Foerster,6,"$35,000,000","$81,093,313",54.57,"$5,546,657",35000000,81093313,5546657,Profit
409,1_1_P,avengers_1,Avengers Assemble,2012,8,91,91,Joss Whedon,7.53,"$220,000,000","$1,520,538,536",64.54,"$540,269,268",220000000,1520538536,540269268,Profit
410,1_2_P,avengers_2,Avengers Age of Ultron,2015,7.3,75,82,Joss Whedon,7.53,"$250,000,000","$1,405,018,048",54.87,"$452,509,024",250000000,1405018048,452509024,Profit
411,1_3_P,avengers_3,Avengers Infinity Wars,2018,8.4,85,92,Anthony Russo,6.75,"$321,000,000","$2,052,415,039",65.21,"$705,207,520",321000000,2052415039,705207520,Profit
412,1_4_P,avengers_4,Avengers End Game,2019,8.4,94,90,Anthony Russo,6.75,"$356,000,000","$2,799,439,100",51.86,"$1,043,719,550",356000000,2799439100,1043719550,Profit
413,2_1_P,amazingspiderman_1,The Amazing Spider Man 1,2012,6.9,71,77,Marc Webb,6.2,"$230,000,000","$758,725,893",50.96,"$149,362,947",230000000,758725893,149362947,Profit
414,2_2_P,amazingspiderman_2,The Amazing Spider Man 2,2014,6.6,50,64,Marc Webb,6.2,"$200,000,000","$716,934,779",72.26,"$158,467,390",200000000,716934779,158467390,Profit
415,3_1_P,frozen_1,Frozen,2013,7.4,89,85,Chris Buck,6.76,"$150,000,000","$1,286,319,131",53.54,"$493,159,566",150000000,1286319131,493159566,Profit
416,3_2_P,frozen_2,Frozen II,2019,6.8,77,92,Chris Buck,6.76,"$150,000,000","$1,453,683,476",32.81,"$576,841,738",150000000,1453683476,576841738,Profit
417,4_1_P,jurassicworld_1,Jurassic World,2015,6.9,71,78,Colin Trevorrow,6.5,"$150,000,000","$1,671,537,444",57.3,"$685,768,722",150000000,1671537444,685768722,Profit
418,4_2_P,jurassicworld_2,Jurassic World: Fallen Kingdom,2018,6.1,47,48,J.A. Bayona,7.24,"$170,000,000","$1,310,469,037",51.37,"$485,234,519",170000000,1310469037,485234519,Profit
419,4_3_P,jurassicworld_3,Jurassic World: Dominion,2022,5.6,29,77,Colin Trevorrow,6.5,"$185,000,000","$1,001,978,080",44.39,"$315,989,040",185000000,1001978080,315989040,Profit
420,4_4_P,jurassicworld_4,Jurassic World: Rebirth,2025,5.9,50,71,Gareth Edwards,6.62,"$180,000,000","$867,709,655",49.42,"$253,854,828",180000000,867709655,253854828,Profit
421,5_1_P,hoteltransylvania_1,Hotel Transylvania,2012,7,45,72,Genndy Tartakovsky,6.28,"$85,000,000","$358,488,860",54.15,"$94,244,430",85000000,358488860,94244430,Profit
422,5_2_P,hoteltransylvania_2,Hotel Transylvania 2,2015,6.6,58,64,Genndy Tartakovsky,6.28,"$80,000,000","$475,186,976",43.86,"$157,593,488",80000000,475186976,157593488,Profit
423,5_3_P,hoteltransylvania_3,Hotel Transylvania 3,2018,6.3,62,49,Genndy Tartakovsky,6.28,"$80,000,000","$541,504,608",33.59,"$190,752,304",80000000,541504608,190752304,Profit
424,6_1_P,apes_1,Rise of the Planet of the Apes,2011,7.6,82,77,Rupert Wyatt,6.78,"$93,000,000","$481,800,873",70.46,"$147,900,437",93000000,481800873,147900437,Profit
425,6_2_P,apes_2,Dawn of the Planet of the Apes,2014,7.6,91,88,Matt Reeves,6.59,"$170,000,000","$710,644,566",52.73,"$185,322,283",170000000,710644566,185322283,Profit
426,6_3_P,apes_3,War for the Planet of the Apes,2017,7.4,94,84,Matt Reeves,6.59,"$150,000,000","$490,719,763",57.9,"$95,359,882",150000000,490719763,95359882,Profit
427,6_4_P,apes_4,Kingdom of the Planet of the Apes,2024,6.8,80,77,Wes Ball,6.55,"$160,000,000","$397,378,150",54.54,"$38,689,075",160000000,397378150,38689075,Profit
428,7_1_P,guardians_1,Guardians of the Galaxy`,2014,8,92,92,James Gunn,6.93,"$170,000,000","$773,350,376",44.41,"$216,675,188",170000000,773350376,216675188,Profit
429,7_2_P,guardians_2,Guardians of the Galaxy Vol. 2,2017,7.6,85,87,James Gunn,6.93,"$200,000,000","$863,756,903",59.65,"$231,878,452",200000000,863756903,231878452,Profit
430,7_3_P,guardians_3,Guardians of the Galaxy Vol. 3,2023,7.9,82,94,James Gunn,6.93,"$250,000,000","$845,555,777",41.74,"$172,777,889",250000000,845555777,172777889,Profit
431,8_1_P,deadpool_1,Deadpool,2016,8,85,90,Tim Miller,7.1,"$58,000,000","$782,837,347",49.99,"$333,418,674",58000000,782837347,333418674,Profit
432,8_2_P,deadpool_2,Deadpool 2,2018,7.6,83,85,David Leitch,7,"$110,000,000","$785,896,632",33.49,"$282,948,316",110000000,785896632,282948316,Profit
433,8_3_P,deadpool_3,Deadpool & Wolverine,2024,7.5,78,94,Shawn Levy,6.38,"$200,000,000","$1,338,073,645",45.18,"$469,036,823",200000000,1338073645,469036823,Profit
434,9_1_P,nowyouseeme_1,Now You See Me,2013,7.2,51,70,Louis Leterrier,6.54,"$75,000,000","$351,723,989",36.88,"$100,861,995",75000000,351723989,100861995,Profit
435,9_2_P,nowyouseeme_2,Now You See Me 2,2016,6.4,34,53,Jon M. Chu,5.35,"$90,000,000","$334,897,606",45.09,"$77,448,803",90000000,334897606,77448803,Profit
436,10_1_P,creed_1,Creed,2015,7.6,95,89,Ryan Coogler,7.32,"$35,000,000","$174,178,883",59.09,"$52,089,442",35000000,174178883,52089442,Profit
437,10_2_P,creed_2,Creed II,2018,7.1,83,80,Steven Caple Jr.,6.5,"$50,000,000","$214,215,889",56.81,"$57,107,945",50000000,214215889,57107945,Profit
438,10_3_P,creed_3,Creed III,2023,6.7,89,95,Michael B. Jordan,6.7,"$75,000,000","$276,148,615",51.65,"$63,074,308",75000000,276148615,63074308,Profit
439,11_1_P,despicableme_1,Despicable Me,2010,7.6,80,83,Pierre Coffin,6.9,"$69,000,000","$544,174,973",49.01,"$203,087,487",69000000,544174973,203087487,Profit
440,11_2_P,despicableme_2,Despicable Me 2,2013,7.3,75,85,Pierre Coffin,6.9,"$76,000,000","$970,766,005",51.92,"$409,383,003",76000000,970766005,409383003,Profit
441,11_3_P,despicableme_3,Despicable Me 3,2017,6.3,58,53,Pierre Coffin,6.9,"$80,000,000","$1,034,800,131",53.04,"$437,400,066",80000000,1034800131,437400066,Profit
442,11_4_P,despicableme_4,Despicable Me 4,2024,6.2,55,86,Chris Renaud,6.73,"$100,000,000","$972,021,410",51.45,"$386,010,705",100000000,972021410,386010705,Profit
443,12_1_P,spidermanhome_1,Spider-Man: Homecoming,2017,7.4,92,87,Jon Watts,6.84,"$175,000,000","$880,978,185",53.63,"$265,489,093",175000000,880978185,265489093,Profit
444,12_2_P,spidermanhome_2,Spider-Man: Far From Home,2019,7.4,91,95,Jon Watts,6.84,"$160,000,000","$1,132,723,226",45.72,"$406,361,613",160000000,1132723226,406361613,Profit
445,12_3_P,spidermanhome_3,Spider-Man: No Way Home,2021,8.2,93,97,Jon Watts,6.84,"$200,000,000","$1,921,426,073",52.91,"$760,713,037",200000000,1921426073,760713037,Profit
446,13_1_P,fiftyshades_1,Fifty Shades of Grey,2015,4.2,25,41,Sam Taylor-Johnson,5.66,"$40,000,000","$569,651,467",36.88,"$244,825,734",40000000,569651467,244825734,Profit
447,13_2_P,fiftyshades_2,Fifty Shades Darker,2017,4.6,11,48,James Foley,5.92,"$55,000,000","$381,545,846",38.96,"$135,772,923",55000000,381545846,135772923,Profit
448,13_3_P,fiftyshades_3,Fifty Shades Freed,2018,4.6,11,38,James Foley,5.92,"$55,000,000","$371,985,018",51.88,"$130,992,509",55000000,371985018,130992509,Profit
449,14_1_P,johnwick_1,John Wick,2014,7.5,86,82,Chad Stahelski,7.48,"$20,000,000","$86,085,191",47.62,"$23,042,596",20000000,86085191,23042596,Profit
450,14_2_P,johnwick_2,John Wick: Chapter 2,2017,7.4,89,85,Chad Stahelski,7.48,"$40,000,000","$174,348,632",45.49,"$47,174,316",40000000,174348632,47174316,Profit
451,14_3_P,johnwick_3,John Wick: Chapter 3 – Parabellum,2019,7.4,89,86,Chad Stahelski,7.48,"$75,000,000","$328,349,908",41.12,"$89,174,954",75000000,328349908,89174954,Profit
452,14_4_P,johnwick_4,John Wick: Chapter 4,2023,7.6,94,93,Chad Stahelski,7.48,"$100,000,000","$447,142,521",53.38,"$123,571,261",100000000,447142521,123571261,Profit
453,15_1_P,hobbit_1,The Hobbit: An Unexpected Journey,2012,7.8,64,83,Peter Jackson,7.7,"$180,000,000","$1,017,107,150",53.5,"$328,553,575",180000000,1017107150,328553575,Profit
454,15_2_P,hobbit_2,The Hobbit: The Desolation of Smaug,2013,7.8,74,85,Peter Jackson,7.7,"$225,000,000","$959,079,095",52.88,"$254,539,548",225000000,959079095,254539548,Profit
455,15_3_P,hobbit_3,The Hobbit: The Battle of the Five Armies,2014,7.4,59,74,Peter Jackson,7.7,"$250,000,000","$962,253,946",59.54,"$231,126,973",250000000,962253946,231126973,Profit
456,16_1_P,captainamerica_1,Captain America: The First Avenger,2011,6.9,80,75,Joe Johnston,6.45,"$140,000,000","$370,569,774",44.52,"$45,284,887",140000000,370569774,45284887,Profit
457,16_2_P,captainamerica_2,Captain America: The Winter Soldier,2014,7.7,90,92,Joe Russo,6.75,"$170,000,000","$714,421,503",49.59,"$187,210,752",170000000,714421503,187210752,Profit
458,16_3_P,captainamerica_3,Captain America: Civil War,2016,7.8,90,89,Joe Russo,6.75,"$250,000,000","$1,155,046,416",38.08,"$327,523,208",250000000,1155046416,327523208,Profit
459,17_1_P,thor_1,Thor,2011,7,90,89,Kenneth Branagh,6.7,"$150,000,000","$449,326,618",36.02,"$74,663,309",150000000,449326618,74663309,Profit
460,17_2_P,thor_2,Thor: The Dark World,2014,6.7,90,89,Alan Taylor,6.3,"$170,000,000","$644,783,140",53.91,"$152,391,570",170000000,644783140,152391570,Profit
461,17_3_P,thor_3,Thor: Ragnarok,2017,7.9,90,89,Taika Waititi,7.25,"$180,000,000","$855,301,806",52.18,"$247,650,903",180000000,855301806,247650903,Profit
462,17_4_P,thor_4,Thor: Love and Thunder,2022,6.1,90,89,Taika Waititi,7.25,"$250,000,000","$760,928,081",39.04,"$130,464,041",250000000,760928081,130464041,Profit
463,18_1_P,antman_1,Ant-Man,2015,7.2,83,85,Peyton Reed,6.47,"$130,000,000","$519,311,965",66.59,"$129,655,983",130000000,519311965,129655983,Profit
464,18_2_P,antman_2,Ant-Man and the Wasp,2018,7,87,79,Peyton Reed,6.47,"$162,000,000","$622,674,139",45.44,"$149,337,070",162000000,622674139,149337070,Profit
465,18_3_P,antman_3,Ant-Man and the Wasp: Quantumania,2023,6,46,81,Peyton Reed,6.47,"$200,000,000","$476,071,180",50.61,"$38,035,590",200000000,476071180,38035590,Profit
466,19_1_P,howtotrainyourdragon_1,How to Train Your Dragon,2010,8.1,99,91,Dean DeBlois,7.67,"$165,000,000","$494,879,860",53.67,"$82,439,930",165000000,494879860,82439930,Profit
467,19_2_P,howtotrainyourdragon_2,How to Train Your Dragon 2,2014,7.8,92,90,Dean DeBlois,7.67,"$145,000,000","$621,537,519",49.1,"$165,768,760",145000000,621537519,165768760,Profit
468,19_3_P,howtotrainyourdragon_3,How to Train Your Dragon: The Hidden World,2019,7.4,90,87,Dean DeBlois,7.67,"$129,000,000","$539,987,993",57.73,"$140,993,997",129000000,539987993,140993997,Profit
469,20_1_P,hungergames_1,The Hunger Games,2012,7.2,84,81,Gary Ross,7.04,"$78,000,000","$695,220,619",47.83,"$269,610,310",78000000,695220619,269610310,Profit
470,20_2_P,hungergames_2,The Hunger Games: Catching Fire,2013,7.5,90,89,Francis Lawrence,6.85,"$130,000,000","$869,070,923",53.81,"$304,535,462",130000000,869070923,304535462,Profit
471,20_3_P,hungergames_3,The Hunger Games: Mockingjay,2014,6.6,70,71,Francis Lawrence,6.85,"$125,000,000","$758,846,335",49.01,"$254,423,168",125000000,758846335,254423168,Profit
472,20_4_P,hungergames_4,The Hunger Games: Mockingjay – Part 2,2015,6.6,70,66,Francis Lawrence,6.85,"$160,000,000","$664,905,155",49.01,"$172,452,578",160000000,664905155,172452578,Profit
473,21_1_P,legomovie_1,The Lego Movie,2014,7.7,96,87,Phil Lord,7.2,"$60,000,000","$470,760,260",56.73,"$175,380,130",60000000,470760260,175380130,Profit
474,21_2_P,legomovie_2,The Lego Movie 2: The Second Part,2019,6.5,84,67,Mike Mitchell,5.93,"$99,000,000","$199,603,202",47.95,"$801,601",99000000,199603202,801601,Profit
475,22_1_P,pitchperfect_1,Pitch Perfect,2012,7.1,81,83,Jason Moore,6.2,"$17,000,000","$115,647,737",53.81,"$40,823,869",17000000,115647737,40823869,Profit
476,22_2_P,pitchperfect_2,Pitch Perfect 2,2013,6.4,66,64,Elizabeth Banks,5.43,"$29,000,000","$287,144,079",60.97,"$114,572,040",29000000,287144079,114572040,Profit
477,22_3_P,pitchperfect_3,Pitch Perfect 3,2017,5.8,29,43,Trish Sie,5.92,"$45,000,000","$185,400,345",51.13,"$47,700,173",45000000,185400345,47700173,Profit
478,23_1_P,insidious_1,Insidious,2010,6.8,66,62,James Wan,6.69,"$1,500,000","$100,106,454",49.59,"$48,553,227",1500000,100106454,48553227,Profit
479,23_2_P,insidious_2,Insidious: Chapter 2,2013,6.6,38,57,James Wan,6.69,"$5,000,000","$161,919,318",55.68,"$75,959,659",5000000,161919318,75959659,Profit
480,23_3_P,insidious_3,Insidious: The Red Door,2023,5.5,39,69,Patrick Wilson,5.5,"$16,000,000","$189,086,877",53.91,"$78,543,439",16000000,189086877,78543439,Profit
481,24_1_P,expendables_1,The Expendables,2010,6.4,41,64,Sylvester Stallone,6.51,"$80,000,000","$274,470,394",54.78,"$57,235,197",80000000,274470394,57235197,Profit
482,24_2_P,expendables_2,The Expendables 2,2012,6.6,67,66,Simon West,5.8,"$100,000,000","$314,975,955",48.07,"$57,487,978",100000000,314975955,57487978,Profit
483,24_3_P,expendables_3,The Expendables 3,2014,6.1,31,48,Patrick Hughes,6.24,"$80,000,000","$214,657,577",45.4,"$27,328,789",80000000,214657577,27328789,Profit
484,24_4_P,expendables_4,Expend4bles,2023,4.8,14,71,Scott Waugh,5.74,"$100,000,000","$37,917,985",48.3,"-$81,041,008",100000000,37917985,-81041008,Loss
485,25_1_P,rio_1,Rio,2011,6.9,72,71,Carlos Saldanha,6.49,"$90,000,000","$483,895,196",58,"$151,947,598",90000000,483895196,151947598,Profit
486,25_2_P,rio_2,Rio 2,2014,6.3,50,58,Carlos Saldanha,6.49,"$103,000,000","$498,781,117",53.24,"$146,390,559",103000000,498781117,146390559,Profit
487,26_1_P,croods_1,The Croods,2013,7.1,71,77,Kirk DeMicco,6,"$135,000,000","$587,266,745",51.13,"$158,633,373",135000000,587266745,158633373,Profit
488,26_2_P,croods_2,The Croods: A New Age,2020,6.9,76,94,Joel Crawford,7.35,"$65,000,000","$215,905,815",52.14,"$42,952,908",65000000,215905815,42952908,Profit
489,27_1_P,pacificrim_1,Pacific Rim,2013,6.9,72,77,Guillermo del Toro,7.09,"$190,000,000","$411,002,906",47.51,"$15,501,453",190000000,411002906,15501453,Profit
490,27_2_P,pacificrim_2,Pacific Rim: Uprising,2018,5.6,42,37,Steven S. DeKnight,5.6,"$150,000,000","$290,930,148",52.85,"-$4,534,926",150000000,290930148,-4534926,Loss
491,28_1_P,mazerunner_1,The Maze Runner,2014,6.8,65,68,Wes Ball,6.55,"$34,000,000","$348,319,861",60.87,"$140,159,931",34000000,348319861,140159931,Profit
492,28_2_P,mazerunner_2,Maze Runner: The Scorch Trials,2015,6.3,47,54,Wes Ball,6.55,"$61,000,000","$312,296,056",48.01,"$95,148,028",61000000,312296056,95148028,Profit
493,28_3_P,mazerunner_3,Maze Runner: The Death Cure,2018,6.3,43,58,Wes Ball,6.55,"$62,000,000","$288,175,335",50.5,"$82,087,668",62000000,288175335,82087668,Profit
494,29_1_P,kingsman_1,Kingsman: The Secret Service,2014,7.7,75,84,Matthew Vaughn,7.05,"$81,000,000","$414,351,546",61.7,"$126,175,773",81000000,414351546,126175773,Profit
495,29_2_P,kingsman_2,Kingsman: The Golden Circle,2017,6.7,50,64,Matthew Vaughn,7.05,"$104,000,000","$410,902,662",49.22,"$101,451,331",104000000,410902662,101451331,Profit
496,29_3_P,kingsman_3,The King’s Man,2021,6.3,40,80,Matthew Vaughn,7.05,"$100,000,000","$125,897,478",55.02,"-$37,051,261",100000000,125897478,-37051261,Loss
497,30_1_P,maleficent_1,Maleficent,2014,6.9,54,70,Robert Stromberg,6.9,"$180,000,000","$759,853,685",50.18,"$199,926,843",180000000,759853685,199926843,Profit
498,30_2_P,maleficent_2,Maleficent: Mistress of Evil,2019,6.6,40,95,Joachim Rønning,6.77,"$185,000,000","$491,730,089",50.25,"$60,865,045",185000000,491730089,60865045,Profit
499,31_1_P,equalizer_1,The Equalizer,2014,7.3,61,77,Antoine Fuqua,6.77,"$55,000,000","$192,330,738",50,"$41,165,369",55000000,192330738,41165369,Profit
500,31_2_P,equalizer_2,The Equalizer 2,2018,6.7,52,62,Antoine Fuqua,6.77,"$62,000,000","$190,400,157",47.61,"$33,200,079",62000000,190400157,33200079,Profit
501,31_3_P,equalizer_3,The Equalizer 3,2023,6.8,76,94,Antoine Fuqua,6.77,"$70,000,000","$191,067,560",46.88,"$25,533,780",70000000,191067560,25533780,Profit
502,32_1_P,purge_1,The Purge,2013,5.8,41,36,James DeMonaco,5.82,"$3,000,000","$89,328,627",53.37,"$41,664,314",3000000,89328627,41664314,Profit
503,32_2_P,purge_2,The Purge: Anarchy,2014,6.4,58,56,James DeMonaco,5.82,"$9,000,000","$111,928,365",49.71,"$46,964,183",9000000,111928365,46964183,Profit
504,32_3_P,purge_3,The Purge: Election Year,2016,6,55,48,James DeMonaco,5.82,"$10,000,000","$118,587,880",51.73,"$49,293,940",10000000,118587880,49293940,Profit
505,32_4_P,purge_4,The First Purge,2018,5.2,55,28,Gerard McMurray,5.6,"$13,000,000","$137,056,262",54.97,"$55,528,131",13000000,137056262,55528131,Profit
506,32_5_P,purge_5,The Forever Purge,2021,5.4,48,78,Everardo Gout,6,"$18,000,000","$76,994,245",50.18,"$20,497,123",18000000,76994245,20497123,Profit
507,33_1_P,annabelle_1,Annabelle,2014,5.5,28,35,John R. Leonetti,4.79,"$6,500,000","$257,589,952",55.88,"$122,294,976",6500000,257589952,122294976,Profit
508,33_2_P,annabelle_2,Annabelle: Creation,2017,6.5,70,68,David F. Sandberg,6.28,"$15,000,000","$306,592,201",60.65,"$138,296,101",15000000,306592201,138296101,Profit
509,33_3_P,annabelle_3,Annabelle Comes Home,2019,5.9,64,70,Gary Dauberman,5.75,"$30,000,000","$231,252,591",61.63,"$85,626,296",30000000,231252591,85626296,Profit
510,34_1_P,kickass_1,Kick-Ass,2010,7.6,76,81,Matthew Vaughn,7.05,"$30,000,000","$96,188,903",54.22,"$18,094,452",30000000,96188903,18094452,Profit
511,34_2_P,kickass_2,Kick-Ass 2,2013,6.5,33,57,Jeff Wadlow,5.64,"$28,000,000","$60,795,985",49.67,"$2,397,993",28000000,60795985,2397993,Profit
512,35_1_P,raid_1,The Raid: Redemption,2011,7.6,87,87,Gareth Evans,6.29,"$1,100,000","$9,146,689",52.79,"$3,473,345",1100000,9146689,3473345,Profit
513,35_2_P,raid_2,The Raid 2,2014,7.9,83,87,Gareth Evans,6.29,"$4,500,000","$6,554,557",51.51,"-$1,222,722",4500000,6554557,-1222722,Loss
514,36_1_P,sinister_1,Sinister,2012,6.8,64,62,Scott Derrickson,6.35,"$3,000,000","$82,515,113",55,"$38,257,557",3000000,82515113,38257557,Profit
515,36_2_P,sinister_2,Sinister 2,2015,5.3,14,31,Ciarán Foy,5,"$10,000,000","$53,329,150",51.02,"$16,664,575",10000000,53329150,16664575,Profit
516,37_1_P,ted_1,Ted,2012,6.9,69,79,Seth MacFarlane,6.43,"$50,000,000","$549,368,315",49.16,"$224,684,158",50000000,549368315,224684158,Profit
517,37_2_P,ted_2,Ted 2,2015,6.3,44,50,Seth MacFarlane,6.43,"$68,000,000","$215,863,606",51.2,"$39,931,803",68000000,215863606,39931803,Profit
518,38_1_P,grownups_1,Grown Ups,2010,6,10,61,Dennis Dugan,5.73,"$80,000,000","$271,457,606",55.18,"$55,728,803",80000000,271457606,55728803,Profit
519,38_2_P,grownups_2,Grown Ups 2,2013,5.4,8,53,Dennis Dugan,5.73,"$80,000,000","$246,984,278",55.87,"$43,492,139",80000000,246984278,43492139,Profit
520,39_1_P,conjuring_1,The Conjuring,2013,7.5,86,83,James Wan,6.69,"$20,000,000","$321,293,998",59.75,"$140,646,999",20000000,321293998,140646999,Profit
521,39_2_P,conjuring_2,The Conjuring 2,2016,7.3,80,82,James Wan,6.69,"$40,000,000","$322,819,915",58.37,"$121,409,958",40000000,322819915,121409958,Profit
522,39_3_P,conjuring_3,The Conjuring: The Devil Made Me Do It,2021,6.2,56,83,Michael Chaves,5.83,"$39,000,000","$206,444,123",59,"$64,222,062",39000000,206444123,64222062,Profit
523,39_4_P,conjuring_4,The Conjuring: Last Rites,2025,6.2,59,78,Michael Chaves,5.83,"$55,000,000","$494,043,527",52.6,"$192,021,764",55000000,494043527,192021764,Profit
524,40_1_P,jumpstreet_1,21 Jump Street,2012,7.2,85,83,Phil Lord,7.2,"$42,000,000","$201,585,556",59.28,"$58,792,778",42000000,201585556,58792778,Profit
525,40_2_P,jumpstreet_2,22 Jump Street,2014,7,84,77,Phil Lord,7.2,"$50,000,000","$331,333,876",53.95,"$115,666,938",50000000,331333876,115666938,Profit
526,41_1_P,ralph_1,Wreck-It Ralph,2012,7.7,87,86,Rich Moore,7.57,"$165,000,000","$471,222,906",49.41,"$70,611,453",165000000,471222906,70611453,Profit
527,41_2_P,ralph_2,Ralph Breaks the Internet,2018,7,88,67,Phil Johnston,5.85,"$175,000,000","$529,323,962",54.69,"$89,661,981",175000000,529323962,89661981,Profit
528,41_3_P,divergent_1,Divergent,2014,6.6,41,69,Neil Burger,6.56,"$85,000,000","$288,885,818",50.21,"$59,442,909",85000000,288885818,59442909,Profit
529,42_1_P,divergent_2,The Divergent Series: Insurgent,2015,6.2,29,58,Robert Schwentke,6.04,"$110,000,000","$297,002,527",50.23,"$38,501,264",110000000,297002527,38501264,Profit
530,42_2_P,divergent_3,The Divergent Series: Allegiant,2016,5.7,11,41,Robert Schwentke,6.04,"$110,000,000","$179,246,868",53.57,"-$20,376,566",110000000,179246868,-20376566,Loss
531,43_1_P,neighbors_1,Neighbors,2014,6.3,72,63,Nicholas Stoller,6.23,"$18,000,000","$270,665,134",58.82,"$117,332,567",18000000,270665134,117332567,Profit
532,43_2_P,neighbors_2,Neighbors 2: Sorority Rising,2016,5.7,65,44,Nicholas Stoller,6.23,"$35,000,000","$108,007,109",53.53,"$19,003,555",35000000,108007109,19003555,Profit
533,44_1_P,alice_1,Alice in Wonderland,2010,6.4,51,55,Tim Burton,6.97,"$200,000,000","$1,025,468,216",55.06,"$312,734,108",200000000,1025468216,312734108,Profit
534,44_2_P,alice_2,Alice Through the Looking Glass,2016,6.2,29,48,James Bobin,6.45,"$170,000,000","$299,820,798",51.6,"-$20,089,601",170000000,299820798,-20089601,Loss
535,45_1_P,jackreacher_1,Jack Reacher,2012,7,64,67,Christopher McQuarrie,7.25,"$60,000,000","$218,340,595",53.49,"$49,170,298",60000000,218340595,49170298,Profit
536,45_2_P,jackreacher_2,Jack Reacher: Never Go Back,2016,6.2,37,42,Edward Zwick,7.01,"$60,000,000","$162,146,076",52.3,"$21,073,038",60000000,162146076,21073038,Profit
537,46_1_P,huntsman_1,Snow White and the Huntsman,2012,6.1,48,52,Rupert Sanders,5.7,"$170,000,000","$396,592,829",43.4,"$28,296,415",170000000,396592829,28296415,Profit
538,46_2_P,huntsman_2,The Huntsman: Winter’s War,2016,6.1,20,45,Cedric Nicolas-Troyan,6.2,"$115,000,000","$164,989,338",54.3,"-$32,505,331",115000000,164989338,-32505331,Loss
539,47_1_P,smurfs_1,The Smurfs,2011,5.4,21,43,Raja Gosnell,5.02,"$110,000,000","$563,892,376",53.74,"$171,946,188",110000000,563892376,171946188,Profit
540,47_2_P,smurfs_2,The Smurfs 2,2013,5.3,14,56,Raja Gosnell,5.02,"$105,000,000","$347,545,360",53.79,"$68,772,680",105000000,347545360,68772680,Profit
541,48_1_P,red_1,Red,2010,7,72,72,Robert Schwentke,6.04,"$58,000,000","$199,006,387",53.5,"$41,503,194",58000000,199006387,41503194,Profit
542,48_2_P,red_2,RED 2,2013,6.6,44,63,Dean Parisot,6.24,"$84,000,000","$148,075,565",70.2,"-$9,962,218",84000000,148075565,-9962218,Loss
543,49_1_P,lastexorcism_1,The Last Exorcism,2010,5.7,71,35,Daniel Stamm,5.98,"$1,800,000","$69,432,527",44.88,"$32,916,264",1800000,69432527,32916264,Profit
544,49_2_P,lastexorcism_2,The Last Exorcism Part II,2013,4,16,26,Ed Gass-Donnelly,5.23,"$5,000,000","$25,051,865",41.58,"$7,525,933",5000000,25051865,7525933,Profit
