#,ID_Year_Color,Movie_ID,Title,Year,IMDB score,Tomatometer,Popcornmeter,Director,Director Score,Budget,Gross Worldwide,Sentiment Analysis Score,Ticket Profit,Budget_num,Gross_num,Profit_num,Profit_Loss,SeriesID,SequelNo,Color,ProfitLabel
318,24_2_B,charliesangels_2,Charlie’s Angels: Full Throttle,2003,5.0,41.0,40,McG,5.9,"$120,000,000","$259,175,788",53.87,"$9,587,894",120000000,259175788,9587894,Profit,24,2,B,1
319,25_1_B,incredibles_1,The Incredibles,2004,8.0,97.0,75,Brad Bird,7.6,"$92,000,000","$631,688,498",51.44,"$223,844,249",92000000,631688498,223844249,Profit,25,1,B,1
320,25_2_B,incredibles_2,Incredibles 2,2018,7.5,93.0,84,Brad Bird,7.6,"$200,000,000","$1,243,225,667",48.13,"$421,612,834",200000000,1243225667,421612834,Profit,25,2,B,1
323,27_1_B,ring_1,The Ring,2002,7.1,72.0,48,Gore Verbinski,6.96,"$48,000,000","$249,348,933",54.85,"$76,674,467",48000000,249348933,76674467,Profit,27,1,B,1
324,27_2_B,ring_2,The Ring Two,2005,5.4,21.0,33,Hideo Nakata,5.57,"$50,000,000","$163,995,949",51.08,"$31,997,975",50000000,163995949,31997975,Profit,27,2,B,1
325,27_3_B,ring_3,Rings,2017,4.5,8.0,23,F. Javier Gutiérrez,5.5,"$25,000,000","$83,080,890",51.52,"$16,540,445",25000000,83080890,16540445,Profit,27,3,B,1
326,28_1_B,finaldestination_1,Final Destination,2000,6.7,50.0,68,James Wong,5.25,"$23,000,000","$112,880,294",55.87,"$33,440,147",23000000,112880294,33440147,Profit,28,1,B,1
327,28_2_B,finaldestination_2,Final Destination 2,2003,6.2,52.0,58,David R. Ellis,5.33,"$26,000,000","$90,941,129",52.13,"$19,470,565",26000000,90941129,19470565,Profit,28,2,B,1
328,28_3_B,finaldestination_3,Final Destination 3,2006,5.9,44.0,57,James Wong,5.25,"$25,000,000","$118,890,272",55.82,"$34,445,136",25000000,118890272,34445136,Profit,28,3,B,1
329,28_4_B,finaldestination_4,The Final Destination,2009,5.1,28.0,35,David R. Ellis,5.33,"$40,000,000","$186,167,139",52.56,"$53,083,570",40000000,186167139,53083570,Profit,28,4,B,1
330,28_5_B,finaldestination_5,Final Destination 5,2011,5.9,64.0,53,Steven Quale,5.88,"$40,000,000","$157,887,643",48.92,"$38,943,822",40000000,157887643,38943822,Profit,28,5,B,1
331,28_6_B,finaldestination_6,Final Destination: Bloodlines,2025,6.7,92.0,86,Zach Lipovsky,5.45,"$50,000,000","$315,730,814",54.52,"$107,865,407",50000000,315730814,107865407,Profit,28,6,B,1
332,29_1_B,riddick_1,Pitch Black,2000,7.0,59.0,77,David Twohy,6.45,"$23,000,000","$53,187,659",49.92,"$3,593,830",23000000,53187659,3593830,Profit,29,1,B,1
333,29_2_B,riddick_2,The Chronicles of Riddick,2004,6.6,29.0,65,David Twohy,6.45,"$105,000,000","$115,900,534",54.58,"-$47,049,733",105000000,115900534,-47049733,Loss,29,2,B,0
334,29_3_B,riddick_3,Riddick,2013,6.4,58.0,56,David Twohy,6.45,"$38,000,000","$98,337,295",55.95,"$11,168,648",38000000,98337295,11168648,Profit,29,3,B,1
335,30_1_B,scarymovie_1,Scary Movie,2000,6.3,51.0,43,Keenen Ivory Wayans,5.78,"$19,000,000","$278,022,760",59.49,"$120,011,380",19000000,278022760,120011380,Profit,30,1,B,1
336,30_2_B,scarymovie_2,Scary Movie 2,2001,5.4,13.0,52,Keenen Ivory Wayans,5.78,"$45,000,000","$141,220,678",51.64,"$25,610,339",45000000,141220678,25610339,Profit,30,2,B,1
337,30_3_B,scarymovie_3,Scary Movie 3,2003,5.6,36.0,54,David Zucker,6.22,"$48,000,000","$220,673,217",57.07,"$62,336,609",48000000,220673217,62336609,Profit,30,3,B,1
338,30_4_B,scarymovie_4,Scary Movie 4,2006,5.1,34.0,51,David Zucker,6.22,"$45,000,000","$178,262,620",50.31,"$44,131,310",45000000,178262620,44131310,Profit,30,4,B,1
339,30_5_B,scarymovie_5,Scary Movie 5,2013,3.6,4.0,38,Malcolm D. Lee,5.75,"$20,000,000","$78,378,744",50.07,"$19,189,372",20000000,78378744,19189372,Profit,30,5,B,1
340,31_1_B,princessdiaries_1,The Princess Diaries,2001,6.4,49.0,68,Garry Marshall,6.03,"$26,000,000","$165,335,153",53.79,"$56,667,577",26000000,165335153,56667577,Profit,31,1,B,1
341,31_2_B,princessdiaries_2,The Princess Diaries 2: Royal Engagement,2004,5.9,25.0,59,Garry Marshall,6.03,"$40,000,000","$134,734,481",48.4,"$27,367,241",40000000,134734481,27367241,Profit,31,2,B,1
342,32_1_B,residentevil_1,Resident Evil,2002,6.6,36.0,67,Paul W.S. Anderson,5.7,"$33,000,000","$102,984,862",52.45,"$18,492,431",33000000,102984862,18492431,Profit,32,1,B,1
343,32_2_B,residentevil_2,Resident Evil: Apocalypse,2004,6.1,18.0,60,Alexander Witt,4.95,"$45,000,000","$129,342,769",53.33,"$19,671,385",45000000,129342769,19671385,Profit,32,2,B,1
344,32_3_B,residentevil_3,Resident Evil: Extinction,2007,6.2,24.0,58,Russell Mulcahy,5.7,"$45,000,000","$147,717,833",50.14,"$28,858,917",45000000,147717833,28858917,Profit,32,3,B,1
345,32_4_B,residentevil_4,Resident Evil: Afterlife,2010,5.8,21.0,48,Paul W.S. Anderson,5.7,"$60,000,000","$300,228,084",47.28,"$90,114,042",60000000,300228084,90114042,Profit,32,4,B,1
346,32_5_B,residentevil_5,Resident Evil: Retribution,2012,5.3,28.0,51,Paul W.S. Anderson,5.7,"$65,000,000","$240,159,255",56.23,"$55,079,628",65000000,240159255,55079628,Profit,32,5,B,1
347,32_6_B,residentevil_6,Resident Evil: The Final Chapter,2016,5.5,38.0,47,Paul W.S. Anderson,5.7,"$40,000,000","$312,242,626",58.64,"$116,121,313",40000000,312242626,116121313,Profit,32,6,B,1
348,33_1_B,unbreakable_1,Unbreakable,2000,7.3,70.0,77,M. Night Shyamalan,6.0,"$75,000,000","$248,118,121",56.59,"$49,059,061",75000000,248118121,49059061,Profit,33,1,B,1
349,33_2_B,unbreakable_2,Split,2016,7.3,79.0,79,M. Night Shyamalan,6.0,"$9,000,000","$278,454,417",58.45,"$130,227,209",9000000,278454417,130227209,Profit,33,2,B,1
350,33_3_B,unbreakable_3,Glass,2019,6.6,37.0,66,M. Night Shyamalan,6.0,"$20,000,000","$246,999,039",56.91,"$103,499,520",20000000,246999039,103499520,Profit,33,3,B,1
351,34_1_B,gladiator_1,Gladiator,2000,8.5,80.0,87,Ridley Scott,6.97,"$103,000,000","$465,516,248",57.74,"$129,758,124",103000000,465516248,129758124,Profit,34,1,B,1
352,34_2_B,gladiator_2,Gladiator II,2024,6.5,70.0,81,Ridley Scott,6.97,"$250,000,000","$462,180,717",50.13,"-$18,909,642",250000000,462180717,-18909642,Loss,34,2,B,0
353,35_1_B,monsters_1,"Monsters, Inc.",2001,8.1,96.0,90,Pete Docter,6.0,"$115,000,000","$579,772,590",52.89,"$174,886,295",115000000,579772590,174886295,Profit,35,1,B,1
354,35_2_B,monsters_2,Monsters University,2013,7.2,80.0,81,Dan Scanlon,7.3,"$200,000,000","$743,559,645",49.44,"$171,779,823",200000000,743559645,171779823,Profit,35,2,B,1
355,36_1_B,nightmuseum_1,Night at the Museum,2006,6.5,42.0,67,Shawn Levy,6.38,"$110,000,000","$574,482,479",53.88,"$177,241,240",110000000,574482479,177241240,Profit,36,1,B,1
356,36_2_B,nightmuseum_2,Night at the Museum: Battle of the Smithsonian,2009,6.0,43.0,47,Shawn Levy,6.38,"$150,000,000","$413,106,170",48.81,"$56,553,085",150000000,413106170,56553085,Profit,36,2,B,1
357,36_3_B,nightmuseum_3,Night at the Museum: Secret of the Tomb,2014,6.2,48.0,57,Shawn Levy,6.38,"$127,000,000","$363,204,635",53.83,"$54,602,318",127000000,363204635,54602318,Profit,36,3,B,1
358,37_1_B,madagascar_1,Madagascar,2005,6.9,55.0,67,Eric Darnell,6.7,"$75,000,000","$542,068,271",44.13,"$196,034,136",75000000,542068271,196034136,Profit,37,1,B,1
359,37_2_B,madagascar_2,Madagascar: Escape 2 Africa,2008,6.7,64.0,66,Eric Darnell,6.7,"$150,000,000","$603,900,354",50.33,"$151,950,177",150000000,603900354,151950177,Profit,37,2,B,1
360,37_3_B,madagascar_3,Madagascar 3: Europe’s Most Wanted,2012,6.8,78.0,72,Eric Darnell,6.7,"$145,000,000","$746,921,274",52.19,"$228,460,637",145000000,746921274,228460637,Profit,37,3,B,1
361,38_1_B,saw_1,Saw,2004,7.6,50.0,84,James Wan,6.69,"$1,200,000","$104,045,735",49.94,"$50,822,868",1200000,104045735,50822868,Profit,38,1,B,1
362,38_2_B,saw_2,Saw II,2005,6.6,39.0,59,Darren Lynn Bousman,5.36,"$4,000,000","$147,748,505",57.12,"$69,874,253",4000000,147748505,69874253,Profit,38,2,B,1
363,38_3_B,saw_3,Saw III,2006,6.2,28.0,71,Darren Lynn Bousman,5.36,"$10,000,000","$164,874,275",56.02,"$72,437,138",10000000,164874275,72437138,Profit,38,3,B,1
364,38_4_B,saw_4,Saw IV,2007,5.9,18.0,62,Darren Lynn Bousman,5.36,"$10,000,000","$139,352,633",56.89,"$59,676,317",10000000,139352633,59676317,Profit,38,4,B,1
365,38_5_B,saw_5,Saw V,2008,5.8,13.0,52,David Hackl,5.22,"$10,800,000","$113,864,059",51.09,"$46,132,030",10800000,113864059,46132030,Profit,38,5,B,1
366,38_6_B,saw_6,Saw VI,2009,6.1,39.0,53,Kevin Greutert,5.63,"$11,000,000","$68,234,154",49.77,"$23,117,077",11000000,68234154,23117077,Profit,38,6,B,1
367,39_1_B,transporter_1,The Transporter,2002,6.8,53.0,73,Louis Leterrier,6.54,"$21,000,000","$43,928,932",50.88,"$964,466",21000000,43928932,964466,Profit,39,1,B,1
368,39_2_B,transporter_2,Transporter 2,2005,6.3,52.0,58,Louis Leterrier,6.54,"$32,000,000","$89,083,229",55.86,"$12,541,615",32000000,89083229,12541615,Profit,39,2,B,1
369,39_3_B,transporter_3,Transporter 3,2008,6.1,40.0,48,Olivier Megaton,5.47,"$30,000,000","$108,979,549",53.58,"$24,489,775",30000000,108979549,24489775,Profit,39,3,B,1
370,40_1_B,flintstones_1,The Flintstones,1994,5.0,23.0,25,Brian Levant,4.99,"$46,000,000","$341,631,208",57.43,"$124,815,604",46000000,341631208,124815604,Profit,40,1,B,1
371,40_2_B,flintstones_2,The Flintstones in Viva Rock Vegas,2000,3.8,25.0,20,Brian Levant,4.99,"$83,000,000","$59,468,275",51.93,"-$53,265,863",83000000,59468275,-53265863,Loss,40,2,B,0
372,41_1_B,universalsoldier_1,Universal Soldier,1992,6.1,34.0,47,Roland Emmerich,5.69,"$23,000,000","$36,299,898",48.34,"-$4,850,051",23000000,36299898,-4850051,Loss,41,1,B,0
373,41_2_B,bradybunch_1,The Brady Bunch Movie,1995,6.2,63.0,47,Betty Thomas,5.85,"$12,000,000","$46,576,136",55.39,"$11,288,068",12000000,46576136,11288068,Profit,41,2,B,1
374,41_3_B,bradybunch_2,A Very Brady Sequel,1996,5.9,58.0,36,Arlene Sanford,5.63,"$12,000,000","$21,440,752",53.39,"-$1,279,624",12000000,21440752,-1279624,Loss,41,3,B,0
379,43_1_B,happyfeet_1,Happy Feet,2006,6.4,76.0,70,Warren Coleman,6.83,"$100,000,000","$384,336,781",53.95,"$92,168,391",100000000,384336781,92168391,Profit,43,1,B,1
380,43_2_B,happyfeet_2,Happy Feet Two,2010,5.8,45.0,60,Gary Eck,5.8,"$135,000,000","$159,197,038",53.01,"-$55,401,481",135000000,159197038,-55401481,Loss,43,2,B,0
381,44_1_B,legallyblonde_1,Legally Blonde,2001,6.5,72.0,72,Robert Luketic,5.95,"$18,000,000","$141,778,365",54.57,"$52,889,183",18000000,141778365,52889183,Profit,44,1,B,1
382,44_2_B,legallyblonde_2,"Legally Blonde 2: Red, White & Blonde",2003,4.8,35.0,39,Charles Herman-Wurmfeld,5.48,"$45,000,000","$124,914,842",52.3,"$17,457,421",45000000,124914842,17457421,Profit,44,2,B,1
383,45_1_B,barbershop_1,Barbershop,2002,6.3,82.0,62,Tim Story,5.27,"$12,000,000","$77,063,924",50.35,"$26,531,962",12000000,77063924,26531962,Profit,45,1,B,1
384,45_2_B,barbershop_2,Barbershop 2: Back in Business,2004,5.7,69.0,48,Kevin Rodney Sullivan,5.81,"$30,000,000","$65,991,448",51.9,"$2,995,724",30000000,65991448,2995724,Profit,45,2,B,1
385,45_3_B,barbershop_3,Barbershop: The Next Cut,2016,5.9,91.0,66,Malcolm D. Lee,5.75,"$20,000,000","$55,658,961",53.69,"$7,829,481",20000000,55658961,7829481,Profit,45,3,B,1
386,46_1_B,cheaperbythedozen_1,Cheaper by the Dozen,2003,5.9,25.0,56,Shawn Levy,6.38,"$40,000,000","$190,538,630",54.95,"$55,269,315",40000000,190538630,55269315,Profit,46,1,B,1
387,46_2_B,cheaperbythedozen_2,Cheaper by the Dozen 2,2005,5.6,8.0,57,Adam Shankman,6.03,"$60,000,000","$130,154,568",48.3,"$5,077,284",60000000,130154568,5077284,Profit,46,2,B,1
388,47_1_B,misscongeniality_1,Miss Congeniality,2000,6.3,41.0,69,Donald Petrie,6.02,"$45,000,000","$212,758,130",58.13,"$61,379,065",45000000,212758130,61379065,Profit,47,1,B,1
389,47_2_B,misscongeniality_2,Miss Congeniality 2: Armed and Fabulous,2005,5.2,15.0,43,John Pasquin,6.32,"$45,000,000","$101,393,569",56.04,"$5,696,785",45000000,101393569,5696785,Profit,47,2,B,1
390,48_1_B,xxx_1,xXx,2002,5.9,48.0,58,Rob Cohen,5.74,"$70,000,000","$277,448,382",52.81,"$68,724,191",70000000,277448382,68724191,Profit,48,1,B,1
391,48_2_B,xxx_2,xXx: State of the Union,2005,4.5,17.0,32,Lee Tamahori,6.49,"$113,000,000","$71,410,636",49.64,"-$77,294,682",113000000,71410636,-77294682,Loss,48,2,B,0
392,48_3_B,xxx_3,xXx: Return of Xander Cage,2017,5.2,46.0,37,D.J. Caruso,5.97,"$85,000,000","$346,118,277",49.97,"$88,059,139",85000000,346118277,88059139,Profit,48,3,B,1
393,49_1_B,bridgetjones_1,Bridget Jones’s Diary,2001,6.8,80.0,81,Sharon Maguire,6.4,"$25,000,000","$281,996,961",59.7,"$115,998,481",25000000,281996961,115998481,Profit,49,1,B,1
394,49_2_B,bridgetjones_2,Bridget Jones: The Edge of Reason,2004,6.0,27.0,60,Beeban Kidron,6.34,"$40,000,000","$265,126,918",55.88,"$92,563,459",40000000,265126918,92563459,Profit,49,2,B,1
395,49_3_B,bridgetjones_3,Bridget Jones’s Baby,2016,6.4,78.0,60,Sharon Maguire,6.4,"$35,000,000","$211,952,420",63.25,"$70,976,210",35000000,211952420,70976210,Profit,49,3,B,1
396,49_4_B,bridgetjones_4,Bridget Jones: Mad About the Boy,2025,6.5,66.0,71,Michael Morris,6.8,"$50,000,000","$140,431,671",51.21,"$20,215,836",50000000,140431671,20215836,Profit,49,4,B,1
404,52_1_B,underworld_1,Underworld,2003,7.0,30.0,79,Len Wiseman,6.8,"$22,000,000","$95,708,457",54.11,"$25,854,229",22000000,95708457,25854229,Profit,52,1,B,1
405,52_2_B,underworld_2,Underworld: Evolution,2006,6.7,17.0,72,Len Wiseman,6.8,"$50,000,000","$111,476,513",56.19,"$5,738,257",50000000,111476513,5738257,Profit,52,2,B,1
406,52_3_B,underworld_3,Underworld: Rise of the Lycans,2009,6.5,31.0,63,Patrick Tatopoulos,6.3,"$35,000,000","$92,158,961",56.33,"$11,079,481",35000000,92158961,11079481,Profit,52,3,B,1
407,52_4_B,underworld_4,Underworld: Awakening,2012,6.3,25.0,62,Måns Mårlind,6.14,"$70,000,000","$160,112,671",52.87,"$10,056,336",70000000,160112671,10056336,Profit,52,4,B,1
408,52_5_B,underworld_5,Underworld: Blood Wars,2016,5.8,21.0,49,Anna Foerster,6.0,"$35,000,000","$81,093,313",54.57,"$5,546,657",35000000,81093313,5546657,Profit,52,5,B,1
409,1_1_P,avengers_1,Avengers Assemble,2012,8.0,91.0,91,Joss Whedon,7.53,"$220,000,000","$1,520,538,536",64.54,"$540,269,268",220000000,1520538536,540269268,Profit,1,1,P,1
